ID,Location,Description,Weapon,Post
593,500 W PRESTON ST,I,OTHER,123
594,1700 E 30TH ST,I,OTHER,411
595,AV & JAMES ST,O,OTHER,831
596,2600 LEHMAN ST,I,OTHER,841
597,GAY ST & N PATTERSON PARK AV,O,OTHER,331
598,GAY ST & N PATTERSON PARK AV,O,OTHER,331
599,800 BOYD ST,O,OTHER,931
600,3100 GWYNNS FALLS PKWY,O,OTHER,641
601,0 W PATAPSCO AVE,I,KNIFE,912
602,100 W LEXINGTON ST,I,FIREARM,111
603,600 AISQUITH ST,O,OTHER,312
604,500 S EXETER ST,I,OTHER,211
605,3300 BELAIR RD,I,HANDS,432
606,5600 PLYMOUTH RD,I,OTHER,423
607,3500 W FOREST PARK AVE,O,OTHER,642
608,3200 POWHATAN AVE,I,OTHER,641
609,100 W BALTIMORE ST,O,OTHER,111
610,2500 WILKENS AVE,I,HANDS,841
611,300 E LANVALE ST,I,OTHER,311
612,2400 LIBERTY HEIGHTS AVE,O,OTHER,731
613,4900 HARFORD RD,I,FIREARM,426
614,4600 BELAIR RD,I,FIREARM,426
615,200 E HIGHFIELD RD,O,OTHER,542
616,700 MCKEWIN AVE,O,OTHER,543
617,5300 HOLABIRD AVE,I,OTHER,233
618,3400 KENTUCKY AVE,O,OTHER,432
619,4700 FREDERICK AVE,O,OTHER,822
620,1500 N SPRING ST,I,OTHER,343
621,1600 HAZEL ST,I,OTHER,911
622,1900 W NORTH AVE,O,OTHER,731
623,1100 DUNDALK AVE,O,HANDS,243
624,2400 BOSTON ST,I,OTHER,232
625,AV & WEST BAY AV,O,FIREARM,911
626,300 N HOWARD ST,O,OTHER,111
627,3600 BREHMS LA,O,FIREARM,432
628,3700 WEST BAY AV,O,FIREARM,913
629,6300 EASTERN AVE,I,OTHER,242
630,AV & W CENTRE ST,O,OTHER,142
631,2300 LINDEN AVE,O,OTHER,133
632,6700 REISTERSTOWN RD,I,OTHER,631
633,2400 EUTAW PL,O,OTHER,133
634,0 N CENTRAL AVE,O,HANDS,211
635,1200 BOLTON ST,O,OTHER,132
636,3100 FERNDALE AVE,I,HANDS,622
637,100 S BROADWAY,I,OTHER,212
638,400 FONTHILL AVE,I,HANDS,832
639,1600 PENNSYLVANIA AVE,O,HANDS,123
640,1800 N SPRING ST,O,OTHER,343
641,1800 SPENCE ST,I,HANDS,831
642,2100 N FULTON AVE,O,OTHER,731
643,1100 BONAPARTE AVE,O,OTHER,342
644,2400 CYLBURN AVE,O,OTHER,532
645,6300 RED CEDAR PL,I,OTHER,632
646,1500 CARSWELL ST,O,OTHER,411
647,0 S WOLFE ST,O,OTHER,212
648,5200 MORAVIA RD,I,OTHER,443
649,HANOVER ST & W PRATT ST,O,OTHER,113
650,0 S CALVERT ST,O,OTHER,111
651,0 S CALVERT ST,O,OTHER,111
652,0 S CALVERT ST,O,OTHER,111
653,BL & S CAREY ST,O,FIREARM,932
654,1500 E 29TH ST,I,KNIFE,411
655,2600 W FAIRMOUNT AVE,I,HANDS,842
656,1000 N ARLINGTON AVE,I,HANDS,743
657,1000 N ARLINGTON AVE,I,HANDS,743
658,6200 PARK HEIGHTS AVE,O,OTHER,632
659,3200 NOBLE ST,O,KNIFE,222
660,0 N CALVERT ST,I,OTHER,111
661,5000 DENMORE AVE,I,HANDS,614
662,5000 DENMORE AVE,I,HANDS,614
663,1500 E 29TH ST,O,HANDS,411
664,FALLS PY & ASHBURTON ST,O,OTHER,611
665,6200 CHINQUAPIN PKWY,I,FIREARM,522
666,700 W OSTEND ST,O,HANDS,941
667,3400 ERDMAN AVE,I,FIREARM,432
668,3400 ERDMAN AVE,I,FIREARM,432
669,500 S NEWKIRK ST,O,OTHER,242
670,0 IRVINE PL,O,OTHER,212
671,2000 MADISON AVE,I,HANDS,131
672,2500 N ELLAMONT ST,O,OTHER,641
673,2500 N ELLAMONT ST,O,HANDS,641
674,3500 HORTON AVE,O,OTHER,913
675,4900 GUNTHER AVE,I,HANDS,443
676,1400 ASHLAND AVE,O,FIREARM,313
677,400 S HIGHLAND AVE,O,OTHER,231
678,3700 ELMLEY AVE,O,OTHER,432
679,1100 W NORTHERN PKWY,I,OTHER,521
680,CROSS ST & RAMSAY ST,O,OTHER,932
681,400 S PARRISH ST,I,OTHER,935
682,1700 N PAYSON ST,O,FIREARM,741
683,1200 CHERRY HILL RD,O,OTHER,922
684,1400 W FAYETTE ST,I,HANDS,711
685,6600 SNOWBERRY CT,I,OTHER,423
686,600 HOMESTEAD ST,O,HANDS,513
687,2200 E CHASE ST,I,HANDS,322
688,800 W 36TH ST,I,OTHER,531
689,1700 HILL ST,I,OTHER,821
690,3600 LIBERTY HEIGHTS AVE,O,OTHER,642
691,300 W PRATT ST,O,OTHER,113
692,1200 LAURENS ST,O,OTHER,743
693,1900 CLIFTON AVE,O,OTHER,731
694,3700 GARRISON BLVD,I,FIREARM,642
695,800 EXETER HALL AVE,I,OTHER,513
696,2500 E FEDERAL ST,O,OTHER,332
697,1600 MCCULLOH ST,O,OTHER,123
698,600 N CARROLLTON AVE,I,OTHER,713
699,3200 BRENDAN AVE,O,OTHER,432
700,500 S MADEIRA ST,I,HANDS,232
701,2100 WALBROOK AVE,O,OTHER,731
702,4700 KESWICK RD,O,OTHER,541
703,,O,OTHER,533
704,2700 OVERLAND AVE,O,OTHER,421
705,1200 E 25TH ST,O,HANDS,411
706,1200 E 25TH ST,O,HANDS,411
707,500 W LAFAYETTE AVE,O,OTHER,123
708,0 ALBEMARLE ST,I,OTHER,211
709,0 ALBEMARLE ST,I,OTHER,211
710,,O,OTHER,843
711,1000 E 33RD ST,O,OTHER,412
712,700 S BROADWAY,I,OTHER,213
713,200 S BRUCE ST,O,OTHER,935
714,RD & MAYFIELD AV,O,FIREARM,432
715,& E MADISON ST,O,HANDS,312
716,1600 LATROBE ST,O,OTHER,311
717,4500 EDMONDSON AVE,O,FIREARM,822
718,400 LIGHT ST,O,OTHER,941
719,2800 MAYFIELD AV,O,FIREARM,432
720,6500 GLENOAK AVE,O,OTHER,424
721,1500 RUSSELL ST,I,OTHER,941
722,3700 EDMONDSON AVE,O,HANDS,844
723,0 ALBEMARLE ST,I,OTHER,211
724,3900 2ND ST,I,OTHER,913
725,1100 E PATAPSCO AVE,I,OTHER,911
726,ST & DRUID HILL AV,O,OTHER,123
727,4100 HAYWARD AVE,O,OTHER,634
728,2000 EDMONDSON AVE,O,OTHER,722
729,4300 PARKTON ST,O,OTHER,833
730,600 S EXETER ST,I,OTHER,211
731,100 S ANN ST,O,OTHER,212
732,4000 GREENSPRING AVE,O,OTHER,533
733,4600 SIMMS AVE,I,OTHER,426
734,1600 W NORTH AVE,O,OTHER,733
735,1800 ORLEANS ST,O,OTHER,321
736,800 N MONTFORD AVE,I,HANDS,323
737,3700 MOUNT PLEASANT AVE,O,OTHER,223
738,3600 BROOKLYN AVE,O,OTHER,913
739,1300 WICOMICO ST,I,OTHER,941
740,100 N BELNORD AVE,O,KNIFE,222
741,2100 WASHINGTON BLVD,O,OTHER,935
742,500 DOLPHIN ST,O,OTHER,123
743,1100 MONETA CT,I,OTHER,913
744,1600 DRUID HILL AVE,I,OTHER,123
745,FAYETTE ST & N HOWARD ST,O,OTHER,111
746,3000 OAK HILL AVE,O,OTHER,622
747,4700 PARKSIDE DR,O,OTHER,442
748,1300 E LANVALE ST,O,OTHER,343
749,4300 SHELDON AVE,I,HANDS,442
750,4500 FINNEY AVE,O,OTHER,532
751,2700 LIBERTY HEIGHTS AVE,I,OTHER,611
752,100 E CHASE ST,O,HANDS,141
753,100 N MILTON AVE,O,OTHER,221
754,1700 GORSUCH AVE,O,FIREARM,411
755,2300 E BALTIMORE ST,O,HANDS,221
756,4300 FREDERICK AVE,O,FIREARM,843
757,1200 N BENTALOU ST,O,OTHER,723
758,0 E FRANKLIN ST,I,OTHER,111
759,2000 ALICEANNA ST,O,OTHER,213
760,1700 N DALLAS ST,I,FIREARM,343
761,1700 N DALLAS ST,I,FIREARM,343
762,1700 N DALLAS ST,I,HANDS,343
763,4000 WOODHAVEN AVE,O,OTHER,641
764,1100 E CHASE ST,I,OTHER,311
765,1700 E EAGER ST,O,OTHER,321
766,5400 PRICE AVE,I,HANDS,623
767,5400 PRICE AVE,I,HANDS,623
768,1800 RIGGS AVE,O,OTHER,743
769,AV & GLENFALLS AV,O,HANDS,425
770,800 E CHASE ST,O,OTHER,311
771,600 E 35TH ST,O,OTHER,543
772,900 W PRATT ST,O,OTHER,931
773,4000 EIERMAN AVE,I,HANDS,422
774,800 KEY HWY,I,OTHER,942
775,1900 E FEDERAL ST,I,HANDS,331
776,3700 PARKVIEW AVE,I,HANDS,623
777,3700 S HANOVER ST,I,OTHER,913
778,3700 S HANOVER ST,I,OTHER,913
779,800 HILLMAN CT,O,OTHER,312
780,1400 BLOOMFIELD AVE,O,OTHER,832
781,2400 CYLBURN AVE,I,HANDS,532
782,4000 EASTERN AVE,O,OTHER,231
783,2400 MADISON AVE,O,OTHER,133
784,2500 HOLLINS ST,I,OTHER,842
785,1100 W NORTH AVE,O,OTHER,133
786,5600 SINCLAIR LN,O,OTHER,444
787,300 S LEHIGH ST,I,HANDS,242
788,800 N GILMOR ST,O,KNIFE,713
789,5000 PULASKI HWY,O,OTHER,333
790,4800 BRIARCLIFT RD,O,HANDS,823
791,1100 CHERRY HILL RD,O,OTHER,922
792,6600 TOUCHSTONE CT,O,OTHER,423
793,4800 WILERN AVE,O,HANDS,614
794,1300 S HANOVER ST,I,OTHER,942
795,6200 REISTERSTOWN RD,O,OTHER,631
796,5500 PARK HEIGHTS AVE,I,OTHER,633
797,3800 10TH ST,O,OTHER,913
798,3400 LYNDALE AVE,I,OTHER,434
799,AV & KANE ST,O,OTHER,241
800,100 S HIGHLAND AVE,O,OTHER,222
801,700 POPLAR GROVE ST,O,OTHER,814
802,2500 WILKENS AVE,O,OTHER,841
803,2500 WILKENS AVE,O,OTHER,841
804,500 BALTIC AVE,I,HANDS,913
805,1500 W FAYETTE ST,I,HANDS,711
806,2200 ECHODALE AVE,I,OTHER,421
807,5400 YORK RD,O,FIREARM,523
808,500 W LANVALE ST,O,FIREARM,123
809,1900 N WASHINGTON ST,O,OTHER,331
810,700 N BELNORD AVE,I,KNIFE,323
811,800 PENNSYLVANIA AVE,O,FIREARM,143
812,900 PENNSYLVANIA AV,O,FIREARM,121
813,900 PENNSYLVANIA AV,O,FIREARM,121
814,3000 ROSALIE AVE,I,HANDS,424
815,700 E HOFFMAN,O,OTHER,343
816,4000 HILTON RD,O,OTHER,643
817,2000 N CALVERT ST,I,OTHER,514
818,1600 N BENTALOU ST,O,OTHER,723
819,600 N FULTON AVE,I,HANDS,713
820,800 UMBRA ST,I,HANDS,242
821,NORTH AV & PENNSYLVANIA AV,O,FIREARM,131
822,400 DREW ST,I,OTHER,241
823,100 LIGHT ST,O,HANDS,113
824,500 N LUZERNE AVE,I,OTHER,221
825,400 S CONKLING ST,I,OTHER,231
826,3300 LEVERTON AVE,O,OTHER,222
827,2800 HAMILTON AVE,O,OTHER,423
828,200 29TH DIVISION ST,O,OTHER,132
829,200 DIENER PL,I,OTHER,843
830,1600 MCHENRY ST,I,OTHER,935
831,3900 WABASH AVE,I,OTHER,643
832,6100 EVERALL AVE,I,OTHER,425
833,1500 MASON ST,O,FIREARM,132
834,2300 MOSHER ST,I,OTHER,723
835,4800 PALMER AVE,I,HANDS,614
836,5100 Sinclair Ln,I,OTHER,443
837,800 N FULTON AVE,O,OTHER,713
838,3700 EVERGREEN AVE,O,OTHER,425
839,1100 N MONROE ST,I,HANDS,743
840,1000 SHELLBANKS RD,O,OTHER,922
841,2400 E NORTH AVE,I,OTHER,331
842,3600 CLIPPER MILL RD,O,OTHER,531
843,4400 PLAINFIELD AVE,O,OTHER,443
844,5800 HILLEN RD,I,HANDS,415
845,1300 LAURENS ST,O,OTHER,743
846,800 SEAGULL AVE,I,OTHER,922
847,500 E PRATT ST,I,OTHER,112
848,200 W FAIRMOUNT AVE,O,OTHER,111
849,0 N HOWARD ST,I,KNIFE,111
850,0 N HOWARD ST,I,OTHER,111
851,0 N HOWARD ST,I,OTHER,111
852,1800 COVINGTON ST,O,OTHER,943
853,0 N SMALLWOOD ST,I,KNIFE,714
854,300 DOLPHIN ST,O,OTHER,132
855,100 S BROADWAY,O,OTHER,212
856,700 WASHINGTON PL,O,OTHER,142
857,2600 MADISON AVE,O,OTHER,133
858,3600 OAKMONT AVE,I,HANDS,613
859,100 N FRANKLINTOWN RD,O,OTHER,842
860,0 SHIPLEY ST,O,FIREARM,842
861,3700 COOLIDGE AVE,O,OTHER,832
862,900 WOODBOURNE AVE,I,HANDS,523
863,6500 REISTERSTOWN RD,I,OTHER,631
864,NORTH AV & BELAIR RD,O,OTHER,332
865,NORTH AV & BELAIR RD,O,OTHER,332
866,3200 WILKENS AVE,I,OTHER,832
867,1100 LIGHT ST,I,OTHER,942
868,1700 AISQUITH ST,I,HANDS,343
869,400 DREW ST,I,OTHER,241
870,400 DREW ST,I,OTHER,241
871,3000 W BELVEDERE AVE,O,OTHER,633
872,300 LIGHT ST,I,OTHER,112
873,1300 PENNSYLVANIA AVE,I,HANDS,123
874,1100 N LAKEWOOD AVE,I,HANDS,323
875,900 HERNDON CT,I,OTHER,913
876,2100 N FULTON AVE,O,HANDS,733
877,3200 GREENMOUNT AVE,O,HANDS,513
878,0 W BALTIMORE ST,O,OTHER,111
879,2400 W BELVEDERE AVE,O,OTHER,532
880,1400 W FRANKLIN ST,O,OTHER,713
881,2800 CLIFTON AVE,I,OTHER,811
882,400 FONTHILL AVE,O,OTHER,832
883,3500 W MULBERRY ST,I,OTHER,843
884,1400 W LEXINGTON ST,O,OTHER,711
885,1400 W LEXINGTON ST,O,OTHER,711
886,1400 W LEXINGTON ST,O,OTHER,711
887,1400 W LEXINGTON ST,O,OTHER,711
888,1400 W LEXINGTON ST,O,OTHER,711
889,1400 W LEXINGTON ST,O,OTHER,711
890,1400 W LEXINGTON ST,O,OTHER,711
891,1800 BAKER ST,I,OTHER,742
892,200 S BROADWAY,O,HANDS,213
893,100 N CLINTON ST,O,OTHER,222
894,1400 CHURCH ST,O,OTHER,911
895,2900 GWYNNS FALLS PKWY,I,OTHER,811
896,CASTLE ST & E FAYETTE ST,I,OTHER,321
897,4500 GARRISON BLVD,O,KNIFE,621
898,2700 RIGGS AVE,O,OTHER,814
899,2700 EDMONDSON AVE,I,OTHER,721
900,500 W 27TH ST,O,OTHER,511
901,100 S GAY ST,O,OTHER,112
902,100 W CLEMENT ST,I,OTHER,942
903,600 S BROADWAY,I,FIREARM,213
904,2700 E FAIRMOUNT AVE,O,KNIFE,222
905,AV & S PONCA ST,O,OTHER,242
906,1000 ARION PARK RD,O,OTHER,832
907,AV & S PONCA ST,O,OTHER,242
908,2400 W LEXINGTON ST,O,OTHER,714
909,600 S BOULDIN ST,O,OTHER,232
910,2400 SHIRLEY AVE,I,HANDS,533
911,3800 OLD YORK RD,O,FIREARM,543
912,800 BOYD ST,O,OTHER,931
913,1800 POPLAR GROVE ST,O,OTHER,813
914,ARLINGTON AV & EDMONDSON AV,O,OTHER,713
915,300 E COLD SPRING LN,I,OTHER,521
916,5900 MORAVIA RD,O,OTHER,443
917,3200 E FAIRMOUNT AVE,O,OTHER,222
918,3200 E FAIRMOUNT AVE,O,OTHER,222
919,PRATT ST & S BOND ST,O,OTHER,212
920,700 W PATAPSCO AVE,O,OTHER,922
921,700 W PATAPSCO AVE,O,OTHER,922
922,700 W PATAPSCO AVE,O,OTHER,922
923,NORTHERN PY & HARFORD RD,O,FIREARM,424
924,NORTHERN PY & HARFORD RD,O,FIREARM,424
925,1900 E LOMBARD ST,O,OTHER,212
926,200 N MILTON AVE,O,HANDS,221
927,2200 CLOVILLE AVE,I,OTHER,423
928,2700 GILES RD,O,OTHER,922
929,1400 BONSAL ST,I,HANDS,233
930,1100 BOLTON ST,I,HANDS,132
931,2100 GABLE AVE,O,OTHER,831
932,400 S GILMOR ST,O,OTHER,935
933,3500 TANEY RD,O,OTHER,632
934,2500 KEYWORTH AV,O,FIREARM,533
935,200 MARION ST,O,FIREARM,111
936,200 MARION ST,O,FIREARM,111
937,800 N CHESTER ST,O,OTHER,321
938,2400 FREDERICK AVE,I,FIREARM,841
939,2500 VIOLET AVE,I,OTHER,612
940,3700 POTEE ST,I,OTHER,913
941,OLIVER ST & N LUZERNE AV,O,OTHER,332
942,0 N CALVERT ST,I,OTHER,111
943,2000 FOUNTAIN ST,I,HANDS,213
944,ST & S GILMOR ST,O,OTHER,933
945,LOUDON AV & DUVALL AV,O,OTHER,641
946,200 WILSON ST,I,OTHER,132
947,AV & BELAIR RD,O,KNIFE,425
948,1000 N MOUNT ST,O,FIREARM,743
949,1600 MORELAND AV,O,FIREARM,723
950,1600 MORELAND AV,O,FIREARM,723
951,4900 CATALPHA RD,I,OTHER,421
952,300 W FRANKLIN ST,I,OTHER,142
953,1900 SAINT PAUL ST,O,OTHER,141
954,,O,OTHER,211
955,2200 CORONA CT,I,OTHER,423
956,3900 GREENMOUNT AVE,I,HANDS,542
957,3500 ELMLEY AVE,I,HANDS,434
958,500 PARK AVE,O,OTHER,142
959,2300 SEAMON AVE,I,OTHER,922
960,700 N EDEN ST,O,OTHER,313
961,6600 EBERLE DR,I,OTHER,631
962,4200 BROOKHILL RD,O,OTHER,631
963,5100 YORK RD,O,OTHER,524
964,2400 E EAGER ST,I,OTHER,323
965,1800 W LEXINGTON ST,I,OTHER,711
966,1700 N MILTON AV,O,FIREARM,331
967,700 DRYDEN DR,I,OTHER,822
968,1400 EDMONDSON AVE,O,OTHER,713
969,1700 HARLEM AVE,I,OTHER,713
970,3700 E LOMBARD ST,I,HANDS,223
971,3700 E LOMBARD ST,I,HANDS,223
972,2200 KEN OAK RD,I,OTHER,533
973,800 E PATAPSCO AVE,I,OTHER,913
974,300 S FREMONT AVE,O,OTHER,941
975,1900 HARLEM AVE,I,OTHER,722
976,1900 RUXTON AVE,I,HANDS,731
977,2700 KINSEY AVE,I,OTHER,842
978,1300 WICOMICO ST,I,OTHER,941
979,3200 YOSEMITE AVE,O,OTHER,643
980,,O,OTHER,642
981,,O,OTHER,642
982,600 N ELLWOOD AVE,I,HANDS,224
983,2800 HEMLOCK AVE,O,OTHER,423
984,200 E UNIVERSITY PKWY,I,HANDS,512
985,1800 RUTLAND AVE,O,FIREARM,331
986,500 N CURLEY ST,O,OTHER,224
987,600 S EXETER ST,I,OTHER,211
988,0 EAST WEST ST,O,OTHER,942
989,FRANKLIN ST & CATHEDRAL ST,O,OTHER,111
990,6500 ROSEMONT AVE,I,OTHER,425
991,3700 DORCHESTER RD,I,OTHER,642
992,900 N KENWOOD AVE,I,OTHER,323
993,2100 WINDSOR GARDENS LN,O,OTHER,821
994,5700 THE ALAMEDA,I,FIREARM,522
995,900 BETHUNE RD,O,OTHER,922
996,4400 PARK HEIGHTS AVE,O,OTHER,614
997,800 TYSON ST,I,OTHER,142
998,ST & TOONE ST,O,FIREARM,233
999,5500 WEXFORD RD,I,OTHER,533
1000,1900 W PRATT ST,I,OTHER,934
1001,6300 REISTERSTOWN RD,I,OTHER,632
1002,1100 COVINGTON ST,O,OTHER,943
1003,3500 BOSTON ST,I,OTHER,233
1004,1300 GORSUCH AVE,O,KNIFE,411
1005,1300 GORSUCH AVE,O,OTHER,411
1006,500 N CALVERT ST,O,KNIFE,142
1007,5200 BELAIR RD,I,OTHER,443
1008,2200 DRUID HILL AVE,I,HANDS,131
1009,4800 TAMARIND RD,I,OTHER,533
1010,800 BATTERY AVE,O,OTHER,942
1011,300 W BALTIMORE ST,O,FIREARM,111
1012,2300 SIDNEY AVE,O,OTHER,921
1013,1200 E NORTH AVE,O,OTHER,342
1014,5100 SINCLAIR LN,I,OTHER,443
1015,0 N STREEPER ST,O,OTHER,222
1016,1100 COVINGTON ST,O,OTHER,943
1017,1200 S PACA ST,O,OTHER,932
1018,5900 BELAIR RD,O,OTHER,425
1019,4100 ALTO RD,O,FIREARM,641
1020,GILMOR ST & HOLLINS ST,O,OTHER,933
1021,100 W LEXINGTON ST,I,OTHER,111
1022,200 S REGESTER ST,O,OTHER,212
1023,5600 LOCH RAVEN BLVD,I,KNIFE,415
1024,900 N WASHINGTON ST,I,HANDS,321
1025,900 N WASHINGTON ST,I,OTHER,321
1026,100 S CLINTON ST,O,OTHER,222
1027,200 W BALTIMORE ST N,O,KNIFE,111
1028,1900 KENNEDY AVE,I,HANDS,342
1029,5100 LINDEN HEIGHTS AVE,I,FIREARM,613
1030,2800 E BALTIMORE ST,O,OTHER,222
1031,400 E PRATT ST,I,OTHER,112
1032,1700 E NORTHERN PKWY,I,FIREARM,415
1033,0 S SMALLWOOD ST,O,OTHER,842
1034,1000 N EDEN ST,I,OTHER,313
1035,1000 W BARRE ST,O,OTHER,931
1036,6300 EASTERN AVE,O,OTHER,242
1037,500 N FULTON AVE,O,OTHER,713
1038,100 S HIGH ST,I,OTHER,211
1039,2000 HARFORD RD,I,OTHER,342
1040,5600 O''DONNELL ST,O,OTHER,233
1041,100 E HAMBURG ST,O,OTHER,942
1042,2800 PINEWOOD AVE,O,FIREARM,424
1043,3700 BOSTON ST,I,OTHER,233
1044,400 S CONKLING ST,I,OTHER,231
1045,2700 MURA ST,I,OTHER,332
1046,100 N CAREY ST,O,OTHER,712
1047,1100 COVINGTON ST,O,OTHER,943
1048,100 N BROADWAY,O,OTHER,212
1049,1400 ALICEANNA ST,O,OTHER,213
1050,200 GUILFORD AVE,O,OTHER,111
1051,1900 HOLLINS ST,O,OTHER,842
1052,MONROE ST & WICOMICO ST,O,HANDS,941
1053,1500 N FREMONT AVE,O,OTHER,742
1054,1400 E FAYETTE ST,I,OTHER,212
1055,1000 CATHEDRAL ST,O,OTHER,141
1056,ST & CLAREMONT ST,O,OTHER,231
1057,200 N CURLEY ST,O,FIREARM,224
1058,200 N CURLEY ST,O,FIREARM,224
1059,1400 BONSAL ST,I,OTHER,233
1060,100 LLOYD ST,I,OTHER,211
1061,1200 E LAFAYETTE AVE,I,OTHER,343
1062,5400 RADECKE AVE,O,OTHER,444
1063,600 E FAYETTE ST,O,HANDS,111
1064,1100 COVINGTON ST,O,OTHER,943
1065,800 E 22ND ST,I,HANDS,342
1066,4700 GREENSPRING AVE,I,HANDS,532
1067,0 W 20TH ST,I,HANDS,141
1068,900 PENNSYLVANIA AVE,O,FIREARM,121
1069,1200 N MONTFORD AVE,I,OTHER,331
1070,400 E 22ND ST,O,FIREARM,341
1071,1100 WARD ST,O,KNIFE,932
1072,2300 GROVE ST,O,HANDS,831
1073,100 S CHARLES ST,O,OTHER,113
1074,3600 3RD ST,O,OTHER,913
1075,1800 MANSION HOUSE DR,O,OTHER,531
1076,2200 POPLAR GROVE ST,I,OTHER,811
1077,,O,OTHER,835
1078,JEFFREY ST & BROOKLYN AV,O,OTHER,913
1079,2500 MCCULLOH ST,I,OTHER,733
1080,6100 EVERALL AVE,I,OTHER,425
1081,1400 BLOOMFIELD AVE,I,OTHER,832
1082,400 N ATHOL AVE,O,HANDS,822
1083,600 OLDHAM ST,I,OTHER,242
1084,400 N ATHOL AVE,O,HANDS,822
1085,2500 BELAIR RD,I,OTHER,434
1086,AV & S MACON ST,O,HANDS,242
1087,100 N WOLFE ST,I,OTHER,212
1088,2200 RUSSELL ST,O,OTHER,921
1089,ST & FORREST ST,O,OTHER,312
1090,1300 S ELLWOOD AVE,I,OTHER,232
1091,2100 W PATAPSCO AVE,O,HANDS,923
1092,400 OXFORD CT,O,HANDS,123
1093,300 SAINT PAUL ST,O,HANDS,111
1094,2500 FRANCIS ST,I,OTHER,733
1095,700 PONTIAC AVE,O,OTHER,913
1096,5900 CROSS COUNTRY BLVD,I,OTHER,632
1097,3300 W GARRISON AVE,O,HANDS,614
1098,5800 WABASH AVE,O,FIREARM,622
1099,2600 KENTUCKY AVE,O,OTHER,432
1100,2100 GUILFORD AVE,I,FIREARM,514
1101,3000 ROMARIC CT,I,OTHER,632
1102,1000 N GILMOR ST,O,OTHER,743
1103,HARFORD RD,I,OTHER,422
1104,2000 W BALTIMORE ST,O,KNIFE,714
1105,400 N GILMOR ST,O,OTHER,713
1106,200 E BALTIMORE ST,O,OTHER,111
1107,4800 O''DONNELL ST,I,OTHER,242
1108,700 S ANN ST,O,HANDS,213
1109,700 S ANN ST,O,HANDS,213
1110,700 S ANN ST,O,HANDS,213
1111,AV & 6TH ST,O,FIREARM,913
1112,500 S NEWKIRK ST,O,OTHER,242
1113,300 PARK AVE,I,OTHER,111
1114,6500 EBERLE DR,O,OTHER,631
1115,5700 MORAVIA RD,I,OTHER,443
1116,1300 SARGEANT ST,O,OTHER,932
1117,4300 FRANKFORD AVE,I,OTHER,443
1118,3900 BENZINGER RD,I,HANDS,832
1119,2700 KINSEY AVE,I,OTHER,842
1120,1900 SAINT PAUL ST,O,OTHER,141
1121,7100 MCCLEAN BLVD,I,HANDS,423
1122,2000 PENROSE AVE,I,OTHER,714
1123,900 BENNETT PL,I,OTHER,713
1124,2400 N ROSE ST,O,OTHER,431
1125,0 N CHARLES ST,I,OTHER,111
1126,1900 MOSHER ST,I,OTHER,722
1127,300 N ROBINSON ST,O,OTHER,224
1128,500 SAINT MARY ST,O,OTHER,143
1129,3600 MONDAWMIN AVE,O,OTHER,641
1130,MADISON ST & N CALVERT ST,O,OTHER,142
1131,300 S SPRING CT,I,KNIFE,213
1132,2700 CYLBURN AVE,O,OTHER,532
1133,1700 LATROBE ST,O,OTHER,311
1134,2400 FREDERICK AVE,O,OTHER,841
1135,1900 EDMONDSON AV,O,FIREARM,722
1136,2700 EDMONDSON AVE,I,OTHER,721
1137,3400 WILKENS AVE,I,OTHER,832
1138,1500 62ND ST,I,OTHER,441
1139,300 FONTHILL AVE,I,HANDS,842
1140,5400 KNELL AVE,O,OTHER,444
1141,CROSS ST & COVINGTON ST,O,OTHER,943
1142,1000 SAINT PAUL ST,I,OTHER,141
1143,700 E 30TH ST,I,OTHER,513
1144,2000 MOUNT ROYAL TER,O,OTHER,133
1145,6300 RED CEDAR PL,I,OTHER,632
1146,1800 PENNSYLVANIA AVE,I,OTHER,123
1147,3300 WINDSOR AVE,I,HANDS,811
1148,300 TAYLOR AVE,O,OTHER,833
1149,100 S CHARLES ST,O,OTHER,113
1150,300 JOPLIN ST,O,OTHER,241
1151,500 S GILMOR,I,HANDS,935
1152,800 W UNIVERSITY PKWY,O,OTHER,541
1153,3300 LAKE AVE,I,OTHER,432
1154,600 STIRLING ST,I,OTHER,312
1155,400 FOLCROFT ST,O,OTHER,241
1156,3000 PULASKI HWY,O,OTHER,224
1157,600 N WOLFE ST,I,OTHER,321
1158,100 W LEXINGTON ST,O,FIREARM,111
1159,2900 WINCHESTER ST,O,HANDS,814
1160,3200 PIEDMONT AVE,O,HANDS,641
1161,1500 ELMTREE ST,O,HANDS,911
1162,1200 GREENMOUNT AVE,O,HANDS,311
1163,2200 BARCLAY ST,O,OTHER,341
1164,2100 SOUTH RD,I,OTHER,533
1165,3700 ELMORA AVE,O,OTHER,432
1166,4400 MARBLE HALL RD,I,OTHER,413
1167,3300 W BALTIMORE ST,O,OTHER,842
1168,5000 GOODNOW RD,O,OTHER,443
1169,1600 LAURENS ST,O,OTHER,743
1170,800 N CHARLES ST,I,OTHER,142
1171,3500 ROUND RD,O,OTHER,922
1172,1500 ASPEN ST,I,OTHER,911
1173,1800 N MOUNT ST,I,OTHER,742
1174,AV & DUNDALK AV,O,OTHER,243
1175,900 SAINT DUNSTANS RD,I,OTHER,523
1176,600 S BENTALOU ST,O,OTHER,841
1177,4900 CHALLEDON RD,O,OTHER,821
1178,1800 N CHESTER ST,I,OTHER,331
1179,800 W SARATOGA ST,O,HANDS,712
